"b","sb","prior"
"47",0.184,0.183852585453429,"CAISA"
"48",0.188,0.187852541161081,"CAISA"
"49",0.192,0.191851093403599,"CAISA"
"50",0.196,0.195848946879069,"CAISA"
"51",0.2,0.199846462537977,"CAISA"
"52",0.204,0.203843822006082,"CAISA"
"53",0.208,0.207841115110443,"CAISA"
"54",0.212,0.211838385555179,"CAISA"
"55",0.216,0.215835654295392,"CAISA"
"56",0.22,0.219832931269343,"CAISA"
"57",0.224,0.223830221175646,"CAISA"
"58",0.228,0.227827526264699,"CAISA"
"59",0.232,0.231824847662348,"CAISA"
"60",0.236,0.235822185985961,"CAISA"
"61",0.24,0.239819541625898,"CAISA"
"62",0.244,0.243816914871759,"CAISA"
"63",0.248,0.247814305967973,"CAISA"
"64",0.252,0.251811715137812,"CAISA"
"65",0.256,0.255809142593576,"CAISA"
"66",0.26,0.259806588540812,"CAISA"
"67",0.264,0.263804053180018,"CAISA"
"68",0.268,0.267801536707303,"CAISA"
"69",0.272,0.271799039314624,"CAISA"
"70",0.276,0.275796561189852,"CAISA"
"71",0.28,0.279794102516771,"CAISA"
"72",0.284,0.283791663475054,"CAISA"
"73",0.288,0.287789244240228,"CAISA"
"74",0.292,0.291786844983637,"CAISA"
"75",0.296,0.295784465872409,"CAISA"
"76",0.3,0.299782107069414,"CAISA"
"77",0.304,0.303779768733232,"CAISA"
"78",0.308,0.307777451018119,"CAISA"
"79",0.312,0.311775154073968,"CAISA"
"80",0.316,0.315772878046285,"CAISA"
"81",0.32,0.31977062307615,"CAISA"
"82",0.324,0.32376838930019,"CAISA"
"83",0.328,0.32776617685055,"CAISA"
"84",0.332,0.331763985854863,"CAISA"
"85",0.336,0.335761816436224,"CAISA"
"86",0.34,0.339759668713166,"CAISA"
"87",0.344,0.343757542799632,"CAISA"
"88",0.348,0.347755438804953,"CAISA"
"89",0.352,0.351753356833826,"CAISA"
"90",0.356,0.355751296986293,"CAISA"
"91",0.36,0.359749259357721,"CAISA"
"92",0.364,0.363747244038784,"CAISA"
"93",0.368,0.367745251115443,"CAISA"
"94",0.372,0.371743280668934,"CAISA"
"95",0.376,0.375741332775751,"CAISA"
"96",0.38,0.379739407507632,"CAISA"
"97",0.384,0.38373750493155,"CAISA"
"98",0.388,0.387735625109699,"CAISA"
"99",0.392,0.391733768099484,"CAISA"
"100",0.396,0.395731933953519,"CAISA"
"101",0.4,0.399730122719611,"CAISA"
"102",0,0,"SCAD"
"103",0.004,0,"SCAD"
"104",0.008,0,"SCAD"
"105",0.012,0,"SCAD"
"106",0.016,0,"SCAD"
"107",0.02,0,"SCAD"
"108",0.024,0,"SCAD"
"109",0.028,0,"SCAD"
"110",0.032,0,"SCAD"
"111",0.036,0,"SCAD"
"112",0.04,0,"SCAD"
"113",0.044,0,"SCAD"
"114",0.048,0,"SCAD"
"115",0.052,0,"SCAD"
"116",0.056,0,"SCAD"
"117",0.06,0,"SCAD"
"118",0.064,0.00287535013932798,"SCAD"
"119",0.068,0.00687535013932798,"SCAD"
"120",0.072,0.010875350139328,"SCAD"
"121",0.076,0.014875350139328,"SCAD"
"122",0.08,0.018875350139328,"SCAD"
"123",0.084,0.022875350139328,"SCAD"
"124",0.088,0.026875350139328,"SCAD"
"125",0.092,0.030875350139328,"SCAD"
"126",0.096,0.034875350139328,"SCAD"
"127",0.1,0.038875350139328,"SCAD"
"128",0.104,0.042875350139328,"SCAD"
"129",0.108,0.046875350139328,"SCAD"
"130",0.112,0.050875350139328,"SCAD"
"131",0.116,0.054875350139328,"SCAD"
"132",0.12,0.058875350139328,"SCAD"
"133",0.124,0.0646260504179839,"SCAD"
"134",0.128,0.0726260504179839,"SCAD"
"135",0.132,0.0806260504179839,"SCAD"
"136",0.136,0.0886260504179839,"SCAD"
"137",0.14,0.0966260504179839,"SCAD"
"138",0.144,0.104626050417984,"SCAD"
"139",0.148,0.112626050417984,"SCAD"
"140",0.152,0.120626050417984,"SCAD"
"141",0.156,0.128626050417984,"SCAD"
"142",0.16,0.136626050417984,"SCAD"
"143",0.164,0.144626050417984,"SCAD"
"144",0.168,0.152626050417984,"SCAD"
"145",0.172,0.160626050417984,"SCAD"
"146",0.176,0.168626050417984,"SCAD"
"147",0.18,0.176626050417984,"SCAD"
"148",0.184,0.184,"SCAD"
"149",0.188,0.188,"SCAD"
"150",0.192,0.192,"SCAD"
"151",0.196,0.196,"SCAD"
"152",0.2,0.2,"SCAD"
"153",0.204,0.204,"SCAD"
"154",0.208,0.208,"SCAD"
"155",0.212,0.212,"SCAD"
"156",0.216,0.216,"SCAD"
"157",0.22,0.22,"SCAD"
"158",0.224,0.224,"SCAD"
"159",0.228,0.228,"SCAD"
"160",0.232,0.232,"SCAD"
"161",0.236,0.236,"SCAD"
"162",0.24,0.24,"SCAD"
"163",0.244,0.244,"SCAD"
"164",0.248,0.248,"SCAD"
"165",0.252,0.252,"SCAD"
"166",0.256,0.256,"SCAD"
"167",0.26,0.26,"SCAD"
"168",0.264,0.264,"SCAD"
"169",0.268,0.268,"SCAD"
"170",0.272,0.272,"SCAD"
"171",0.276,0.276,"SCAD"
"172",0.28,0.28,"SCAD"
"173",0.284,0.284,"SCAD"
"174",0.288,0.288,"SCAD"
"175",0.292,0.292,"SCAD"
"176",0.296,0.296,"SCAD"
"177",0.3,0.3,"SCAD"
"178",0.304,0.304,"SCAD"
"179",0.308,0.308,"SCAD"
"180",0.312,0.312,"SCAD"
"181",0.316,0.316,"SCAD"
"182",0.32,0.32,"SCAD"
"183",0.324,0.324,"SCAD"
"184",0.328,0.328,"SCAD"
"185",0.332,0.332,"SCAD"
"186",0.336,0.336,"SCAD"
"187",0.34,0.34,"SCAD"
"188",0.344,0.344,"SCAD"
"189",0.348,0.348,"SCAD"
"190",0.352,0.352,"SCAD"
"191",0.356,0.356,"SCAD"
"192",0.36,0.36,"SCAD"
"193",0.364,0.364,"SCAD"
"194",0.368,0.368,"SCAD"
"195",0.372,0.372,"SCAD"
"196",0.376,0.376,"SCAD"
"197",0.38,0.38,"SCAD"
"198",0.384,0.384,"SCAD"
"199",0.388,0.388,"SCAD"
"200",0.392,0.392,"SCAD"
"201",0.396,0.396,"SCAD"
"202",0.4,0.4,"SCAD"
"203",0,0,"MCP"
"204",0.004,0,"MCP"
"205",0.008,0,"MCP"
"206",0.012,0,"MCP"
"207",0.016,0,"MCP"
"208",0.02,0,"MCP"
"209",0.024,0,"MCP"
"210",0.028,0,"MCP"
"211",0.032,0,"MCP"
"212",0.036,0,"MCP"
"213",0.04,0,"MCP"
"214",0.044,0,"MCP"
"215",0.048,0,"MCP"
"216",0.052,0,"MCP"
"217",0.056,0,"MCP"
"218",0.06,0,"MCP"
"219",0.064,0,"MCP"
"220",0.068,0,"MCP"
"221",0.072,0,"MCP"
"222",0.076,0,"MCP"
"223",0.08,0,"MCP"
"224",0.084,0,"MCP"
"225",0.088,0,"MCP"
"226",0.092,0,"MCP"
"227",0.096,0.00424262176668308,"MCP"
"228",0.1,0.00972410324816457,"MCP"
"229",0.104,0.0152055847296461,"MCP"
"230",0.108,0.0206870662111275,"MCP"
"231",0.112,0.026168547692609,"MCP"
"232",0.116,0.0316500291740905,"MCP"
"233",0.12,0.037131510655572,"MCP"
"234",0.124,0.0426129921370535,"MCP"
"235",0.128,0.0480944736185349,"MCP"
"236",0.132,0.0535759551000164,"MCP"
"237",0.136,0.0590574365814979,"MCP"
"238",0.14,0.0645389180629794,"MCP"
"239",0.144,0.0700203995444608,"MCP"
"240",0.148,0.0755018810259423,"MCP"
"241",0.152,0.0809833625074239,"MCP"
"242",0.156,0.0864648439889053,"MCP"
"243",0.16,0.0919463254703868,"MCP"
"244",0.164,0.0974278069518683,"MCP"
"245",0.168,0.10290928843335,"MCP"
"246",0.172,0.108390769914831,"MCP"
"247",0.176,0.113872251396313,"MCP"
"248",0.18,0.119353732877794,"MCP"
"249",0.184,0.124835214359276,"MCP"
"250",0.188,0.130316695840757,"MCP"
"251",0.192,0.135798177322239,"MCP"
"252",0.196,0.14127965880372,"MCP"
"253",0.2,0.146761140285202,"MCP"
"254",0.204,0.152242621766683,"MCP"
"255",0.208,0.157724103248165,"MCP"
"256",0.212,0.163205584729646,"MCP"
"257",0.216,0.168687066211128,"MCP"
"258",0.22,0.174168547692609,"MCP"
"259",0.224,0.179650029174091,"MCP"
"260",0.228,0.185131510655572,"MCP"
"261",0.232,0.190612992137053,"MCP"
"262",0.236,0.196094473618535,"MCP"
"263",0.24,0.201575955100016,"MCP"
"264",0.244,0.207057436581498,"MCP"
"265",0.248,0.212538918062979,"MCP"
"266",0.252,0.218020399544461,"MCP"
"267",0.256,0.223501881025942,"MCP"
"268",0.26,0.228983362507424,"MCP"
"269",0.264,0.234464843988905,"MCP"
"270",0.268,0.239946325470387,"MCP"
"271",0.272,0.245427806951868,"MCP"
"272",0.276,0.25090928843335,"MCP"
"273",0.28,0.256390769914831,"MCP"
"274",0.284,0.261872251396313,"MCP"
"275",0.288,0.267353732877794,"MCP"
"276",0.292,0.272835214359276,"MCP"
"277",0.296,0.278316695840757,"MCP"
"278",0.3,0.283798177322239,"MCP"
"279",0.304,0.28927965880372,"MCP"
"280",0.308,0.294761140285202,"MCP"
"281",0.312,0.300242621766683,"MCP"
"282",0.316,0.305724103248165,"MCP"
"283",0.32,0.311205584729646,"MCP"
"284",0.324,0.316687066211128,"MCP"
"285",0.328,0.322168547692609,"MCP"
"286",0.332,0.327650029174091,"MCP"
"287",0.336,0.333131510655572,"MCP"
"288",0.34,0.338612992137053,"MCP"
"289",0.344,0.344,"MCP"
"290",0.348,0.348,"MCP"
"291",0.352,0.352,"MCP"
"292",0.356,0.356,"MCP"
"293",0.36,0.36,"MCP"
"294",0.364,0.364,"MCP"
"295",0.368,0.368,"MCP"
"296",0.372,0.372,"MCP"
"297",0.376,0.376,"MCP"
"298",0.38,0.38,"MCP"
"299",0.384,0.384,"MCP"
"300",0.388,0.388,"MCP"
"301",0.392,0.392,"MCP"
"302",0.396,0.396,"MCP"
"303",0.4,0.4,"MCP"
"304",0,0,"SOFT"
"305",0.004,0,"SOFT"
"306",0.008,0,"SOFT"
"307",0.012,0,"SOFT"
"308",0.016,0,"SOFT"
"309",0.02,0,"SOFT"
"310",0.024,0,"SOFT"
"311",0.028,0,"SOFT"
"312",0.032,0,"SOFT"
"313",0.036,0,"SOFT"
"314",0.04,0,"SOFT"
"315",0.044,0,"SOFT"
"316",0.048,0,"SOFT"
"317",0.052,0,"SOFT"
"318",0.056,0,"SOFT"
"319",0.06,0,"SOFT"
"320",0.064,0,"SOFT"
"321",0.068,0,"SOFT"
"322",0.072,0,"SOFT"
"323",0.076,0,"SOFT"
"324",0.08,0,"SOFT"
"325",0.084,0,"SOFT"
"326",0.088,0,"SOFT"
"327",0.092,0,"SOFT"
"328",0.096,0,"SOFT"
"329",0.1,0,"SOFT"
"330",0.104,0,"SOFT"
"331",0.108,0.00118293798370495,"SOFT"
"332",0.112,0.00518293798370495,"SOFT"
"333",0.116,0.00918293798370493,"SOFT"
"334",0.12,0.0131829379837049,"SOFT"
"335",0.124,0.0171829379837049,"SOFT"
"336",0.128,0.0211829379837049,"SOFT"
"337",0.132,0.0251829379837049,"SOFT"
"338",0.136,0.0291829379837049,"SOFT"
"339",0.14,0.0331829379837049,"SOFT"
"340",0.144,0.0371829379837049,"SOFT"
"341",0.148,0.0411829379837049,"SOFT"
"342",0.152,0.045182937983705,"SOFT"
"343",0.156,0.049182937983705,"SOFT"
"344",0.16,0.053182937983705,"SOFT"
"345",0.164,0.057182937983705,"SOFT"
"346",0.168,0.0611829379837049,"SOFT"
"347",0.172,0.0651829379837049,"SOFT"
"348",0.176,0.069182937983705,"SOFT"
"349",0.18,0.073182937983705,"SOFT"
"350",0.184,0.077182937983705,"SOFT"
"351",0.188,0.081182937983705,"SOFT"
"352",0.192,0.0851829379837049,"SOFT"
"353",0.196,0.0891829379837049,"SOFT"
"354",0.2,0.0931829379837049,"SOFT"
"355",0.204,0.0971829379837049,"SOFT"
"356",0.208,0.101182937983705,"SOFT"
"357",0.212,0.105182937983705,"SOFT"
"358",0.216,0.109182937983705,"SOFT"
"359",0.22,0.113182937983705,"SOFT"
"360",0.224,0.117182937983705,"SOFT"
"361",0.228,0.121182937983705,"SOFT"
"362",0.232,0.125182937983705,"SOFT"
"363",0.236,0.129182937983705,"SOFT"
"364",0.24,0.133182937983705,"SOFT"
"365",0.244,0.137182937983705,"SOFT"
"366",0.248,0.141182937983705,"SOFT"
"367",0.252,0.145182937983705,"SOFT"
"368",0.256,0.149182937983705,"SOFT"
"369",0.26,0.153182937983705,"SOFT"
"370",0.264,0.157182937983705,"SOFT"
"371",0.268,0.161182937983705,"SOFT"
"372",0.272,0.165182937983705,"SOFT"
"373",0.276,0.169182937983705,"SOFT"
"374",0.28,0.173182937983705,"SOFT"
"375",0.284,0.177182937983705,"SOFT"
"376",0.288,0.181182937983705,"SOFT"
"377",0.292,0.185182937983705,"SOFT"
"378",0.296,0.189182937983705,"SOFT"
"379",0.3,0.193182937983705,"SOFT"
"380",0.304,0.197182937983705,"SOFT"
"381",0.308,0.201182937983705,"SOFT"
"382",0.312,0.205182937983705,"SOFT"
"383",0.316,0.209182937983705,"SOFT"
"384",0.32,0.213182937983705,"SOFT"
"385",0.324,0.217182937983705,"SOFT"
"386",0.328,0.221182937983705,"SOFT"
"387",0.332,0.225182937983705,"SOFT"
"388",0.336,0.229182937983705,"SOFT"
"389",0.34,0.233182937983705,"SOFT"
"390",0.344,0.237182937983705,"SOFT"
"391",0.348,0.241182937983705,"SOFT"
"392",0.352,0.245182937983705,"SOFT"
"393",0.356,0.249182937983705,"SOFT"
"394",0.36,0.253182937983705,"SOFT"
"395",0.364,0.257182937983705,"SOFT"
"396",0.368,0.261182937983705,"SOFT"
"397",0.372,0.265182937983705,"SOFT"
"398",0.376,0.269182937983705,"SOFT"
"399",0.38,0.273182937983705,"SOFT"
"400",0.384,0.277182937983705,"SOFT"
"401",0.388,0.281182937983705,"SOFT"
"402",0.392,0.285182937983705,"SOFT"
"403",0.396,0.289182937983705,"SOFT"
"404",0.4,0.293182937983705,"SOFT"
"405",0,0,"HARD"
"406",0.004,0.004,"HARD"
"407",0.008,0.008,"HARD"
"408",0.012,0.012,"HARD"
"409",0.016,0.016,"HARD"
"410",0.02,0.02,"HARD"
"411",0.024,0.024,"HARD"
"412",0.028,0.028,"HARD"
"413",0.032,0.032,"HARD"
"414",0.036,0.036,"HARD"
"415",0.04,0.04,"HARD"
"416",0.044,0.044,"HARD"
"417",0.048,0.048,"HARD"
"418",0.052,0.052,"HARD"
"419",0.056,0.056,"HARD"
"420",0.06,0.06,"HARD"
"421",0.064,0.064,"HARD"
"422",0.068,0.068,"HARD"
"423",0.072,0.072,"HARD"
"424",0.076,0.076,"HARD"
"425",0.08,0.08,"HARD"
"426",0.084,0.084,"HARD"
"427",0.088,0.088,"HARD"
"428",0.092,0.092,"HARD"
"429",0.096,0.096,"HARD"
"430",0.1,0.1,"HARD"
"431",0.104,0.104,"HARD"
"432",0.108,0.108,"HARD"
"433",0.112,0.112,"HARD"
"434",0.116,0.116,"HARD"
"435",0.12,0.12,"HARD"
"436",0.124,0.124,"HARD"
"437",0.128,0.128,"HARD"
"438",0.132,0.132,"HARD"
"439",0.136,0.136,"HARD"
"440",0.14,0.14,"HARD"
"441",0.144,0.144,"HARD"
"442",0.148,0.148,"HARD"
"443",0.152,0.152,"HARD"
"444",0.156,0.156,"HARD"
"445",0.16,0.16,"HARD"
"446",0.164,0.164,"HARD"
"447",0.168,0.168,"HARD"
"448",0.172,0.172,"HARD"
"449",0.176,0.176,"HARD"
"450",0.18,0.18,"HARD"
"451",0.184,0.184,"HARD"
"452",0.188,0.188,"HARD"
"453",0.192,0.192,"HARD"
"454",0.196,0.196,"HARD"
"455",0.2,0.2,"HARD"
"456",0.204,0.204,"HARD"
"457",0.208,0.208,"HARD"
"458",0.212,0.212,"HARD"
"459",0.216,0.216,"HARD"
"460",0.22,0.22,"HARD"
"461",0.224,0.224,"HARD"
"462",0.228,0.228,"HARD"
"463",0.232,0.232,"HARD"
"464",0.236,0.236,"HARD"
"465",0.24,0.24,"HARD"
"466",0.244,0.244,"HARD"
"467",0.248,0.248,"HARD"
"468",0.252,0.252,"HARD"
"469",0.256,0.256,"HARD"
"470",0.26,0.26,"HARD"
"471",0.264,0.264,"HARD"
"472",0.268,0.268,"HARD"
"473",0.272,0.272,"HARD"
"474",0.276,0.276,"HARD"
"475",0.28,0.28,"HARD"
"476",0.284,0.284,"HARD"
"477",0.288,0.288,"HARD"
"478",0.292,0.292,"HARD"
"479",0.296,0.296,"HARD"
"480",0.3,0.3,"HARD"
"481",0.304,0.304,"HARD"
"482",0.308,0.308,"HARD"
"483",0.312,0.312,"HARD"
"484",0.316,0.316,"HARD"
"485",0.32,0.32,"HARD"
"486",0.324,0.324,"HARD"
"487",0.328,0.328,"HARD"
"488",0.332,0.332,"HARD"
"489",0.336,0.336,"HARD"
"490",0.34,0.34,"HARD"
"491",0.344,0.344,"HARD"
"492",0.348,0.348,"HARD"
"493",0.352,0.352,"HARD"
"494",0.356,0.356,"HARD"
"495",0.36,0.36,"HARD"
"496",0.364,0.364,"HARD"
"497",0.368,0.368,"HARD"
"498",0.372,0.372,"HARD"
"499",0.376,0.376,"HARD"
"500",0.38,0.38,"HARD"
"501",0.384,0.384,"HARD"
"502",0.388,0.388,"HARD"
"503",0.392,0.392,"HARD"
"504",0.396,0.396,"HARD"
"505",0.4,0.4,"HARD"
"1100",0,0,"best"
"2100",0.004,0.00399517143030731,"best"
"3100",0.008,0.00798979540139831,"best"
"4100",0.012,0.0119833056727277,"best"
"510",0.016,0.0159751014841837,"best"
"610",0.02,0.0199645378413839,"best"
"710",0.024,0.0239509246354604,"best"
"810",0.028,0.0279335370552304,"best"
"910",0.032,0.031911639125203,"best"
"1010",0.036,0.0358845212362235,"best"
"1110",0.04,0.0398515512020998,"best"
"1210",0.044,0.04381223672134,"best"
"1310",0.048,0.0477662952776152,"best"
"1410",0.052,0.0517137256850586,"best"
"1510",0.056,0.0556548739421139,"best"
"1610",0.06,0.0595904850870619,"best"
"1710",0.064,0.0635217326081137,"best"
"1810",0.068,0.0674502178329953,"best"
"1910",0.072,0.0713779336729392,"best"
"2010",0.076,0.0753071900492564,"best"
"2110",0.08,0.0792405020666784,"best"
"2210",0.084,0.0831804461626379,"best"
"2310",0.088,0.0871294935967973,"best"
"2410",0.092,0.0910898342287894,"best"
"2510",0.096,0.095063206035716,"best"
"2610",0.1,0.0990507467788526,"best"
"2710",0.104,0.10305288331971,"best"
"2810",0.108,0.107069271214084,"best"
"2910",0.112,0.111098792574894,"best"
"3010",0.116,0.115139614298568,"best"
"3110",0.12,0.119189302371155,"best"
"3210",0.124,0.123244982033673,"best"
"3310",0.128,0.127303528987734,"best"
"3410",0.132,0.131361774237061,"best"
"3510",0.136,0.135416704886782,"best"
"3610",0.14,0.139465645117646,"best"
"3710",0.144,0.143506405080557,"best"
"3810",0.148,0.147537389836603,"best"
"3910",0.152,0.151557664874272,"best"
"4010",0.156,0.155566978494024,"best"
"4110",0.16,0.159565744068497,"best"
"4210",0.164,0.163554986795009,"best"
"4310",0.168,0.16753626026079,"best"
"4410",0.172,0.171511538310434,"best"
"4510",0.176,0.17548308773981,"best"
"4610",0.18,0.17945332755331,"best"
"4710",0.184,0.183424681056674,"best"
"4810",0.188,0.187399427866414,"best"
"4910",0.192,0.191379563779686,"best"
"506",0.196,0.19536667703987,"best"
"511",0.2,0.199361849509288,"best"
"521",0.204,0.203365590352914,"best"
"531",0.208,0.207377807931655,"best"
"541",0.212,0.211397822789857,"best"
"551",0.216,0.215424421194455,"best"
"561",0.22,0.219455945097574,"best"
"571",0.224,0.223490411174624,"best"
"581",0.228,0.227525649215532,"best"
"591",0.232,0.23155944894345,"best"
"601",0.236,0.235589704401585,"best"
"611",0.24,0.239614546240869,"best"
"621",0.244,0.243632454219659,"best"
"631",0.248,0.2476423445528,"best"
"641",0.252,0.251643628997756,"best"
"651",0.256,0.255636244433131,"best"
"661",0.26,0.259620653038133,"best"
"671",0.264,0.263597814070235,"best"
"681",0.268,0.267569128849037,"best"
"691",0.272,0.271536361134681,"best"
"701",0.276,0.275501535861646,"best"
"711",0.28,0.279466820278911,"best"
"721",0.284,0.283434392940849,"best"
"731",0.288,0.287406307528305,"best"
"741",0.292,0.291384359876972,"best"
"751",0.296,0.295369967511357,"best"
"761",0.3,0.299364071103823,"best"
"771",0.304,0.303367066370781,"best"
"781",0.308,0.307378772915108,"best"
"791",0.312,0.311398443558679,"best"
"801",0.316,0.315424814113002,"best"
"811",0.32,0.319456189789939,"best"
"821",0.324,0.323490561097955,"best"
"831",0.328,0.327525739588497,"best"
"841",0.332,0.331559502538229,"best"
"851",0.336,0.335589735671022,"best"
"861",0.34,0.339614564189653,"best"
"871",0.344,0.34363246435587,"best"
"881",0.348,0.347642350184686,"best"
"891",0.352,0.351643632076579,"best"
"901",0.356,0.355636246089225,"best"
"911",0.36,0.359620653914675,"best"
"921",0.364,0.363597814526761,"best"
"931",0.368,0.367569129083017,"best"
"941",0.372,0.371536361252694,"best"
"951",0.376,0.375501535920223,"best"
"961",0.38,0.379466820307524,"best"
"971",0.384,0.383434392954605,"best"
"981",0.388,0.387406307534813,"best"
"991",0.392,0.391384359880002,"best"
"1001",0.396,0.395369967512745,"best"
"1011",0.4,0.399364071104449,"best"
