"fit","time"
"1","CAISA",0.134000000000015
"2","CAISA",0.145999999999731
"3","CAISA",0.148999999999432
"4","CAISA",0.15900000000056
"5","CAISA",0.150000000000546
"6","CAISA",0.157000000000153
"7","CAISA",0.145000000000437
"8","CAISA",0.126000000000204
"9","CAISA",0.155000000000655
"10","CAISA",0.139000000000124
"11","CAISA",0.130000000000109
"12","CAISA",0.134000000000015
"13","CAISA",0.146999999999935
"14","CAISA",0.122999999999593
"15","CAISA",0.130999999999403
"16","CAISA",0.120999999999185
"17","CAISA",0.136999999999716
"18","CAISA",0.135000000000218
"19","CAISA",0.136000000000422
"20","CAISA",0.135000000000218
"21","SUSIE",1.01500000000033
"22","SUSIE",0.867999999999483
"23","SUSIE",0.742999999999483
"24","SUSIE",0.734999999999673
"25","SUSIE",0.756000000000313
"26","SUSIE",0.826999999999316
"27","SUSIE",1.80500000000029
"28","SUSIE",0.775000000000546
"29","SUSIE",0.833999999999833
"30","SUSIE",0.649999999999636
"31","SUSIE",0.754000000000815
"32","SUSIE",0.725999999999658
"33","SUSIE",0.757000000000517
"34","SUSIE",0.798999999999978
"35","SUSIE",0.778000000000247
"36","SUSIE",0.567000000000007
"37","SUSIE",0.634000000000015
"38","SUSIE",0.569000000000415
"39","SUSIE",0.761999999999716
"40","SUSIE",0.553999999999178
"41","VARBVS",1.21600000000035
"42","VARBVS",1.21000000000004
"43","VARBVS",1.04300000000057
"44","VARBVS",1.25699999999961
"45","VARBVS",1.16600000000017
"46","VARBVS",1.28500000000076
"47","VARBVS",1.00099999999929
"48","VARBVS",1.09899999999925
"49","VARBVS",1.04200000000037
"50","VARBVS",1.13199999999961
"51","VARBVS",1.22899999999936
"52","VARBVS",1.04699999999957
"53","VARBVS",1.04899999999998
"54","VARBVS",1.04500000000007
"55","VARBVS",1.00600000000031
"56","VARBVS",0.992999999999483
"57","VARBVS",0.980999999999767
"58","VARBVS",1.02300000000014
"59","VARBVS",0.970000000000255
"60","VARBVS",1.00099999999929
"61","L0Learn",2.41000000000076
"62","L0Learn",2.62099999999919
"63","L0Learn",2.33899999999994
"64","L0Learn",2.24600000000009
"65","L0Learn",2.71600000000035
"66","L0Learn",2.5029999999997
"67","L0Learn",2.28399999999965
"68","L0Learn",2.44900000000052
"69","L0Learn",2.38200000000052
"70","L0Learn",2.01100000000042
"71","L0Learn",2.36999999999989
"72","L0Learn",2.32099999999991
"73","L0Learn",2.05299999999988
"74","L0Learn",2.24600000000009
"75","L0Learn",2.23699999999917
"76","L0Learn",2.16600000000017
"77","L0Learn",1.97299999999996
"78","L0Learn",2.3760000000002
"79","L0Learn",2.13899999999921
"80","L0Learn",2.29399999999987
"81","LASSO",9.23900000000049
"82","LASSO",8.33200000000033
"83","LASSO",9.32899999999972
"84","LASSO",8.11599999999999
"85","LASSO",8.01800000000003
"86","LASSO",8.70899999999983
"87","LASSO",10.3329999999996
"88","LASSO",7.14699999999993
"89","LASSO",9.51199999999972
"90","LASSO",7.72299999999996
"91","LASSO",8.78400000000056
"92","LASSO",9.09599999999955
"93","LASSO",7.64699999999993
"94","LASSO",7.85499999999956
"95","LASSO",8.89300000000003
"96","LASSO",8.83100000000013
"97","LASSO",7.33199999999943
"98","LASSO",7.37100000000009
"99","LASSO",7.36200000000008
"100","LASSO",7.10599999999977
"101","RIDGE",6.14000000000033
"102","RIDGE",6.1299999999992
"103","RIDGE",6.22400000000016
"104","RIDGE",6.11099999999988
"105","RIDGE",6.15999999999985
"106","RIDGE",6.23499999999967
"107","RIDGE",5.88299999999981
"108","RIDGE",5.41499999999996
"109","RIDGE",6.47699999999986
"110","RIDGE",5.80899999999929
"111","RIDGE",5.72900000000027
"112","RIDGE",5.80799999999999
"113","RIDGE",5.61099999999988
"114","RIDGE",5.54200000000037
"115","RIDGE",5.59200000000055
"116","RIDGE",5.4380000000001
"117","RIDGE",5.44100000000071
"118","RIDGE",5.48000000000047
"119","RIDGE",5.66400000000067
"120","RIDGE",5.45600000000013
"121","E-NET",9.22299999999996
"122","E-NET",8.3779999999997
"123","E-NET",9.31999999999971
"124","E-NET",8.13000000000011
"125","E-NET",7.92000000000007
"126","E-NET",8.78799999999956
"127","E-NET",9.35000000000036
"128","E-NET",7.23400000000038
"129","E-NET",9.58100000000013
"130","E-NET",8.24799999999959
"131","E-NET",8.46799999999985
"132","E-NET",8.75399999999991
"133","E-NET",7.89400000000023
"134","E-NET",7.6260000000002
"135","E-NET",8.56099999999969
"136","E-NET",8.86499999999978
"137","E-NET",7.34199999999964
"138","E-NET",7.51699999999983
"139","E-NET",7.76299999999992
"140","E-NET",7.06099999999969
"141","BLASSO",3.4350000000004
"142","BLASSO",3.46200000000044
"143","BLASSO",3.39999999999964
"144","BLASSO",3.40300000000025
"145","BLASSO",3.47900000000027
"146","BLASSO",3.44000000000051
"147","BLASSO",3.22299999999996
"148","BLASSO",3.16800000000057
"149","BLASSO",3.29399999999987
"150","BLASSO",3.27199999999993
"151","BLASSO",3.27700000000004
"152","BLASSO",3.19900000000052
"153","BLASSO",3.35199999999986
"154","BLASSO",3.05499999999938
"155","BLASSO",3.11499999999978
"156","BLASSO",3.07700000000023
"157","BLASSO",3.05499999999938
"158","BLASSO",3.06700000000001
"159","BLASSO",3.13800000000083
"160","BLASSO",3.09199999999964
"161","BayesB",2.83200000000033
"162","BayesB",3.01199999999972
"163","BayesB",5.16799999999967
"164","BayesB",2.95600000000013
"165","BayesB",2.82099999999991
"166","BayesB",3.57600000000002
"167","BayesB",2.65700000000015
"168","BayesB",3.42199999999957
