"fit","pred"
"1","CAISA0",1.02937157506386
"2","CAISA0",1.01128781669632
"3","CAISA0",1.04541281822354
"4","CAISA0",0.964889673822916
"5","CAISA0",0.970034657209031
"6","CAISA0",0.980521965860606
"7","CAISA0",0.946673400837
"8","CAISA0",1.00158346440474
"9","CAISA0",1.03917858495349
"10","CAISA0",1.12257985429307
"11","CAISA0",0.985678258018825
"12","CAISA0",1.28515358264601
"13","CAISA0",0.979169546865886
"14","CAISA0",1.02372184529902
"15","CAISA0",1.0141912820226
"16","CAISA0",1.04408721605583
"17","CAISA0",0.946841019931695
"18","CAISA0",1.00691330607684
"19","CAISA0",1.08010614561206
"20","CAISA0",1.06540095572867
"21","CAISA",1.02936944760074
"22","CAISA",1.01114227659354
"23","CAISA",1.04538350835219
"24","CAISA",0.964889635581117
"25","CAISA",0.962185101746028
"26","CAISA",0.980575954075841
"27","CAISA",0.946713930550763
"28","CAISA",1.00157876448929
"29","CAISA",0.991956642396129
"30","CAISA",1.01409268969369
"31","CAISA",0.985683514125904
"32","CAISA",1.06460080566108
"33","CAISA",0.97919075242274
"34","CAISA",1.0236415732747
"35","CAISA",1.01419176807451
"36","CAISA",1.04408694674262
"37","CAISA",0.946825485272614
"38","CAISA",1.00691418418326
"39","CAISA",1.04601256658364
"40","CAISA",1.06573688463702
"41","SUSIE",0.994482539013989
"42","SUSIE",1.01087585663713
"43","SUSIE",1.04513815325006
"44","SUSIE",0.965039490535878
"45","SUSIE",0.959328555556669
"46","SUSIE",0.963217574706388
"47","SUSIE",0.945081148227719
"48","SUSIE",1.00245683259972
"49","SUSIE",0.992682889455362
"50","SUSIE",1.0178350805687
"51","SUSIE",0.984872859713966
"52","SUSIE",1.13166756689995
"53","SUSIE",0.982825728562119
"54","SUSIE",1.02358079300828
"55","SUSIE",1.02491159834139
"56","SUSIE",1.03786404273158
"57","SUSIE",0.946735337939375
"58","SUSIE",1.01230179091476
"59","SUSIE",1.04629084800358
"60","SUSIE",1.06602796382769
"61","VARBVS",1.03132457082415
"62","VARBVS",1.01160522502186
"63","VARBVS",1.04648844223128
"64","VARBVS",0.96441381599246
"65","VARBVS",1.03478524221882
"66","VARBVS",0.984953139532712
"67","VARBVS",0.964467484443835
"68","VARBVS",0.998915500194928
"69","VARBVS",1.6158987171625
"70","VARBVS",1.12546305674064
"71","VARBVS",0.991601206779259
"72","VARBVS",1.2273878920469
"73","VARBVS",0.979844879476902
"74","VARBVS",1.02388090027104
"75","VARBVS",1.01389027410284
"76","VARBVS",1.04262577213115
"77","VARBVS",0.947359249417254
"78","VARBVS",1.00375640373572
"79","VARBVS",1.11652044670362
"80","VARBVS",1.06476409507731
"81","L0Learn",1.04125851452262
"82","L0Learn",1.10428058222196
"83","L0Learn",1.07718300547308
"84","L0Learn",0.965127307357918
"85","L0Learn",1.01797225512949
"86","L0Learn",1.01288823938917
"87","L0Learn",0.994124650469506
"88","L0Learn",1.04616440711366
"89","L0Learn",1.00550790214076
"90","L0Learn",1.08423075205288
"91","L0Learn",0.984241848976108
"92","L0Learn",1.17334685431959
"93","L0Learn",1.0394259715932
"94","L0Learn",1.02453740840955
"95","L0Learn",1.06917481385803
"96","L0Learn",1.10694696331663
"97","L0Learn",0.969498115919735
"98","L0Learn",1.03793296192449
"99","L0Learn",1.06926389631475
"100","L0Learn",1.06886233952849
"101","LASSO",1.23873017918524
"102","LASSO",1.0871875656068
"103","LASSO",1.11261590184771
"104","LASSO",1.02580490515852
"105","LASSO",1.02299118297749
"106","LASSO",1.27418936030009
"107","LASSO",1.37141316040006
"108","LASSO",1.28721326998058
"109","LASSO",1.05028375793626
"110","LASSO",1.15669350806481
"111","LASSO",1.22794075654563
"112","LASSO",1.0772330139815
"113","LASSO",1.03258327036971
"114","LASSO",1.06401181714519
"115","LASSO",1.11910093635606
"116","LASSO",1.03411224000384
"117","LASSO",1.0323527537959
"118","LASSO",1.11654082742675
"119","LASSO",1.1170608340596
"120","LASSO",1.20200048588648
"121","RIDGE",1.58818214134106
"122","RIDGE",2.15739496751921
"123","RIDGE",2.82386347150978
"124","RIDGE",1.35871005044825
"125","RIDGE",1.21923823597756
"126","RIDGE",1.27418936030009
"127","RIDGE",1.37141316040006
"128","RIDGE",1.28721326998058
"129","RIDGE",1.37473410912662
"130","RIDGE",1.53025499396266
"131","RIDGE",1.22794075654563
"132","RIDGE",1.70260100859453
"133","RIDGE",1.64871289283254
"134","RIDGE",1.45617023578382
"135","RIDGE",1.36296063428895
"136","RIDGE",1.25884555935045
"137","RIDGE",1.48789756288716
"138","RIDGE",1.30729704781003
"139","RIDGE",2.08147781865053
"140","RIDGE",1.42692608096326
"141","E-NET",1.24951264267242
"142","E-NET",1.10603103548347
"143","E-NET",1.14393497094148
"144","E-NET",1.03948667728532
"145","E-NET",1.0133881391061
"146","E-NET",1.27418936030009
"147","E-NET",1.37141316040006
"148","E-NET",1.28721326998058
"149","E-NET",1.03119731929198
"150","E-NET",1.19812868533846
"151","E-NET",1.22794075654563
"152","E-NET",1.07214241432175
"153","E-NET",1.0647352407604
"154","E-NET",1.10272208219041
"155","E-NET",1.15906251550634
"156","E-NET",1.07186632637156
"157","E-NET",1.04112685793938
"158","E-NET",1.15297092753455
"159","E-NET",1.12657958257816
"160","E-NET",1.19906014539109
"161","BLASSO",3.27278969123312
"162","BLASSO",5.04687364424342
"163","BLASSO",1.35239771276849
"164","BLASSO",1.79770398298963
"165","BLASSO",1.25719575977118
"166","BLASSO",9.03217396323351
"167","BLASSO",1.4708089598941
