"fit","time"
"1","CAISA",0.343000000000075
"2","CAISA",1.21100000000001
"3","CAISA",1.03099999999995
"4","CAISA",0.605000000000018
"5","CAISA",1.83300000000008
"6","CAISA",0.446999999999889
"7","CAISA",0.29099999999994
"8","CAISA",0.493999999999915
"9","CAISA",0.25
"10","CAISA",0.294000000000096
"11","CAISA",0.720000000000027
"12","CAISA",0.438999999999851
"13","CAISA",0.342000000000098
"14","CAISA",2.24299999999994
"15","CAISA",0.541999999999916
"16","CAISA",0.273999999999887
"17","CAISA",0.476999999999862
"18","CAISA",2.25799999999981
"19","CAISA",1.08999999999969
"20","CAISA",0.997000000000298
"21","SUSIE",3.29500000000007
"22","SUSIE",3.846
"23","SUSIE",4.46100000000001
"24","SUSIE",5.39799999999991
"25","SUSIE",2.74199999999996
"26","SUSIE",3.23299999999995
"27","SUSIE",2.58300000000008
"28","SUSIE",3.14100000000008
"29","SUSIE",2.35899999999992
"30","SUSIE",3.76800000000003
"31","SUSIE",3.78400000000011
"32","SUSIE",4.99299999999994
"33","SUSIE",6.37900000000013
"34","SUSIE",3.625
"35","SUSIE",6.96300000000019
"36","SUSIE",3.38500000000022
"37","SUSIE",7.15099999999984
"38","SUSIE",2.21799999999985
"39","SUSIE",3.82799999999997
"40","SUSIE",4.875
"41","VARBVS",12.443
"42","VARBVS",16.6790000000001
"43","VARBVS",31.9360000000001
"44","VARBVS",15.162
"45","VARBVS",11.348
"46","VARBVS",14.1699999999998
"47","VARBVS",7.43799999999987
"48","VARBVS",13.1469999999999
"49","VARBVS",9.33199999999988
"50","VARBVS",14.673
"51","VARBVS",22.2750000000001
"52","VARBVS",20.242
"53","VARBVS",18.0439999999999
"54","VARBVS",26.0499999999997
"55","VARBVS",26.3119999999999
"56","VARBVS",10.4159999999997
"57","VARBVS",23.2349999999997
"58","VARBVS",8.92000000000007
"59","VARBVS",18.2000000000003
"60","VARBVS",14.8939999999998
"61","L0Learn",2.10900000000015
"62","L0Learn",2.76600000000008
"63","L0Learn",2.80499999999984
"64","L0Learn",2.02199999999993
"65","L0Learn",2.64599999999996
"66","L0Learn",3.21900000000005
"67","L0Learn",1.73099999999999
"68","L0Learn",2.58799999999997
"69","L0Learn",1.81500000000005
"70","L0Learn",2.05299999999988
"71","L0Learn",2.25399999999991
"72","L0Learn",2.80199999999991
"73","L0Learn",3.03999999999996
"74","L0Learn",2.846
"75","L0Learn",2.64200000000028
"76","L0Learn",1.95800000000008
"77","L0Learn",3.06500000000005
"78","L0Learn",2.3119999999999
"79","L0Learn",2.57000000000016
"80","L0Learn",2.35799999999972
"81","LASSO",4.84899999999993
"82","LASSO",4.55499999999984
"83","LASSO",4.12599999999998
"84","LASSO",4.67699999999991
"85","LASSO",3.99000000000001
"86","LASSO",5.49399999999991
"87","LASSO",3.65699999999993
"88","LASSO",4.52199999999993
"89","LASSO",3.9079999999999
"90","LASSO",4.23199999999997
"91","LASSO",4.31500000000005
"92","LASSO",4.93100000000004
"93","LASSO",4.98099999999999
"94","LASSO",5.125
"95","LASSO",4.79100000000017
"96","LASSO",4.43600000000015
"97","LASSO",5.01399999999967
"98","LASSO",4.50900000000001
"99","LASSO",5.29600000000028
"100","LASSO",4.49499999999989
"101","RIDGE",9.50900000000001
"102","RIDGE",12.1950000000002
"103","RIDGE",10.1110000000001
"104","RIDGE",6.90699999999993
"105","RIDGE",11.0319999999999
"106","RIDGE",13.2359999999999
"107","RIDGE",6.65100000000007
"108","RIDGE",10.9929999999999
"109","RIDGE",7.78099999999995
"110","RIDGE",8.41200000000003
"111","RIDGE",10.528
"112","RIDGE",11.9379999999999
"113","RIDGE",11.7070000000001
"114","RIDGE",10.3090000000002
"115","RIDGE",11.0450000000001
"116","RIDGE",8.40200000000004
"117","RIDGE",13.0050000000001
"118","RIDGE",10.127
"119","RIDGE",10.0229999999997
"120","RIDGE",8.51600000000008
"121","E-NET",4.63499999999999
"122","E-NET",4.54500000000007
"123","E-NET",4.29099999999994
"124","E-NET",4.78600000000006
"125","E-NET",4.02499999999986
"126","E-NET",5.5139999999999
"127","E-NET",3.67999999999984
"128","E-NET",4.404
"129","E-NET",3.75
"130","E-NET",4.25599999999986
"131","E-NET",4.18000000000006
"132","E-NET",4.88300000000004
"133","E-NET",4.86899999999991
"134","E-NET",5.17399999999998
"135","E-NET",4.63099999999986
"136","E-NET",4.54800000000023
"137","E-NET",4.87000000000035
"138","E-NET",4.53700000000026
"139","E-NET",5.29099999999971
"140","E-NET",4.38999999999987
"141","BLASSO",6.87400000000002
"142","BLASSO",9.15599999999995
"143","BLASSO",8.38800000000015
"144","BLASSO",4.92499999999995
"145","BLASSO",7.64100000000008
"146","BLASSO",10.4489999999998
"147","BLASSO",4.93700000000013
"148","BLASSO",8.74599999999987
"149","BLASSO",5.84699999999998
"150","BLASSO",6.17800000000011
"151","BLASSO",7.78600000000006
"152","BLASSO",9.16600000000017
"153","BLASSO",8.7679999999998
"154","BLASSO",8.6279999999997
"155","BLASSO",8.98100000000022
"156","BLASSO",6.05600000000004
"157","BLASSO",10.5340000000001
"158","BLASSO",7.30400000000009
"159","BLASSO",7.84400000000005
"160","BLASSO",6.72500000000036
"161","BayesB",6.60699999999997
"162","BayesB",8.5920000000001
"163","BayesB",7.54199999999992
"164","BayesB",4.82300000000009
"165","BayesB",6.81100000000015
"166","BayesB",9.82900000000018
"167","BayesB",4.86799999999994
"168","BayesB",7.81600000000003
"169","BayesB",5.70900000000006
"170","BayesB",5.798
"171","BayesB",7.36799999999994
"172","BayesB",9.05000000000018
