"fit","time"
"1","CAISA",0.436
"2","CAISA",0.421000000000006
"3","CAISA",0.342000000000013
"4","CAISA",0.383999999999986
"5","CAISA",0.562000000000012
"6","CAISA",0.382000000000005
"7","CAISA",0.41500000000002
"8","CAISA",0.475000000000023
"9","CAISA",0.383000000000038
"10","CAISA",0.516000000000076
"11","CAISA",0.552999999999997
"12","CAISA",0.467999999999961
"13","CAISA",0.416000000000054
"14","CAISA",0.265999999999963
"15","CAISA",0.453999999999951
"16","CAISA",0.429000000000087
"17","CAISA",0.461000000000013
"18","CAISA",0.426999999999907
"19","CAISA",0.481999999999971
"20","CAISA",0.420000000000073
"21","SUSIE",3.132
"22","SUSIE",1.755
"23","SUSIE",2.44900000000001
"24","SUSIE",2.78700000000001
"25","SUSIE",3.65300000000002
"26","SUSIE",3.88299999999998
"27","SUSIE",4.13499999999999
"28","SUSIE",3.13900000000001
"29","SUSIE",3.02700000000004
"30","SUSIE",2.70400000000006
"31","SUSIE",2.73000000000002
"32","SUSIE",4.48900000000003
"33","SUSIE",3.69799999999998
"34","SUSIE",2.30700000000002
"35","SUSIE",1.53700000000003
"36","SUSIE",3.14700000000016
"37","SUSIE",2.32899999999995
"38","SUSIE",3.63200000000006
"39","SUSIE",2.28600000000006
"40","SUSIE",2.98699999999985
"41","VARBVS",44.647
"42","VARBVS",52.231
"43","VARBVS",51.786
"44","VARBVS",52.843
"45","VARBVS",67.556
"46","VARBVS",30.472
"47","VARBVS",100.269
"48","VARBVS",25.533
"49","VARBVS",44.244
"50","VARBVS",22.148
"51","VARBVS",86.5069999999999
"52","VARBVS",67.662
"53","VARBVS",55.77
"54","VARBVS",29.37
"55","VARBVS",54.6510000000001
"56","VARBVS",78.7520000000002
"57","VARBVS",41.0630000000001
"58","VARBVS",60.835
"59","VARBVS",48.511
"60","VARBVS",69.4099999999999
"61","L0Learn",1.91200000000001
"62","L0Learn",1.554
"63","L0Learn",1.69900000000001
"64","L0Learn",1.69900000000001
"65","L0Learn",2.05000000000001
"66","L0Learn",1.32900000000001
"67","L0Learn",1.90300000000002
"68","L0Learn",1.53000000000009
"69","L0Learn",1.755
"70","L0Learn",1.46000000000004
"71","L0Learn",1.87599999999998
"72","L0Learn",1.67200000000003
"73","L0Learn",1.62699999999995
"74","L0Learn",1.34799999999996
"75","L0Learn",2.173
"76","L0Learn",1.82799999999997
"77","L0Learn",1.44299999999998
"78","L0Learn",1.82999999999993
"79","L0Learn",1.33500000000004
"80","L0Learn",1.71199999999999
"81","LASSO",2.78
"82","LASSO",2.336
"83","LASSO",2.81400000000002
"84","LASSO",2.65000000000001
"85","LASSO",2.14600000000002
"86","LASSO",2.51099999999997
"87","LASSO",2.065
"88","LASSO",2.56400000000008
"89","LASSO",2.55399999999997
"90","LASSO",2.65599999999995
"91","LASSO",2.226
"92","LASSO",2.16600000000005
"93","LASSO",2.14400000000001
"94","LASSO",2.58399999999995
"95","LASSO",2.798
"96","LASSO",2.03199999999993
"97","LASSO",2.64900000000011
"98","LASSO",2.49099999999999
"99","LASSO",2.60799999999995
"100","LASSO",2.46599999999989
"101","RIDGE",5.389
"102","RIDGE",5.09399999999999
"103","RIDGE",5.47300000000001
"104","RIDGE",5.25299999999999
"105","RIDGE",4.78399999999999
"106","RIDGE",5.24699999999996
"107","RIDGE",4.83000000000004
"108","RIDGE",5.38800000000003
"109","RIDGE",5.41700000000003
"110","RIDGE",5.32600000000002
"111","RIDGE",4.65800000000002
"112","RIDGE",4.93499999999995
"113","RIDGE",4.96300000000008
"114","RIDGE",5.26499999999999
"115","RIDGE",5.43600000000015
"116","RIDGE",4.96499999999992
"117","RIDGE",5.28800000000001
"118","RIDGE",5.16800000000012
"119","RIDGE",5.28800000000001
"120","RIDGE",4.61400000000003
"121","E-NET",2.657
"122","E-NET",2.32899999999999
"123","E-NET",2.84300000000002
"124","E-NET",2.636
"125","E-NET",2.14600000000002
"126","E-NET",2.52000000000004
"127","E-NET",2.12800000000004
"128","E-NET",2.57499999999993
"129","E-NET",2.52200000000005
"130","E-NET",2.66199999999992
"131","E-NET",2.28399999999999
"132","E-NET",2.20799999999997
"133","E-NET",2.14699999999993
"134","E-NET",2.56399999999996
"135","E-NET",2.77399999999989
"136","E-NET",2.06100000000015
"137","E-NET",2.51800000000003
"138","E-NET",2.52499999999986
"139","E-NET",2.60900000000015
"140","E-NET",2.53700000000003
"141","BLASSO",3.654
"142","BLASSO",3.52200000000001
"143","BLASSO",3.506
"144","BLASSO",3.50800000000001
"145","BLASSO",3.51799999999997
"146","BLASSO",3.48099999999999
"147","BLASSO",3.48599999999999
"148","BLASSO",3.48399999999992
"149","BLASSO",3.47799999999995
"150","BLASSO",3.495
"151","BLASSO",3.48199999999997
"152","BLASSO",3.49299999999994
"153","BLASSO",3.5
"154","BLASSO",3.47899999999993
"155","BLASSO",3.48099999999999
"156","BLASSO",3.51299999999992
"157","BLASSO",3.47000000000003
"158","BLASSO",3.53899999999999
"159","BLASSO",3.44599999999991
"160","BLASSO",3.46199999999999
"161","BayesB",2.812
"162","BayesB",2.78400000000001
"163","BayesB",2.82499999999999
"164","BayesB",2.79399999999998
"165","BayesB",2.827
"166","BayesB",2.75100000000003
"167","BayesB",2.75900000000001
"168","BayesB",2.75699999999995
"169","BayesB",2.73199999999997
"170","BayesB",2.89299999999992
"171","BayesB",2.68200000000002
"172","BayesB",2.72900000000004
"173","BayesB",2.72199999999998
"174","BayesB",2.78899999999999
"175","BayesB",2.7829999999999
"176","BayesB",2.72699999999986
"177","BayesB",2.82300000000009
"178","BayesB",2.75999999999999
"179","BayesB",2.8610000000001
"180","BayesB",2.73000000000002
